id,title,download_path
1213,Documentation For Physical Therapist Assistants 5th Edition Wendy D. Bircher Test Bank,/uploads/downloads/tb-601n6f.zip
2166,Drug Calculations 11th Edition by Ann Tritak-Elmiger Test Bank,/uploads/downloads/Drug-Calculations-11th-Edition-by-Ann-Tritak-Elmiger-Test-Bank-uwbop2.zip
2167,ECGs Made Easy 6th Edition Barbara Aehlert Test Bank,/uploads/downloads/2167_ECGs-Made-Easy-6th-Edition-Barbara-Aehlert-Test-Bank-nohkjy.zip
1620,Early’s Physical Dysfunction Practice Skills 4th Edition Test Bank,/uploads/downloads/EARLYS1-cqffx5.zip
1640,Ebersole and Hess' Gerontological Nursing & Healthy Aging 6th Edition by Theris A. Touhy Test Bank,/uploads/downloads/tb_Touhy6e-zznqqd.zip
1641,Edelman and Kudzma's Canadian Health Promotion Throughout the Life Span by Shannon Dames Test Bank,/uploads/downloads/Damestb-cinuo7.zip
1214,Essential Health Assessment Janice Thompson Test Bank,/uploads/downloads/ESSENTIAL-HEALTH-ASSESSMENT-Janice-Thompson-tb-y7wgmw.zip
964,Essentials Of Anatomy And Physiology 7th Edition Valerie C. Scanlon Test Bank,/uploads/downloads/tb-rkb3zz.zip
1215,Essentials Of Anatomy And Physiology 8th Edition Valerie C. Scanlon Test Bank,/uploads/downloads/Test-Bank-n3r4nk.zip
1216,Essentials Of Nursing Leadership & Management 7th Edition Sally A. Weiss Test Bank,/uploads/downloads/Weiss7etb-9gwh8b.zip
2168,Essentials of Cardiopulmonary Physical Therapy 4th Edition Ellen Hillegass Test Bank,/uploads/downloads/Essentials-of-Cardiopulmonary-Physical-Therapy-4th-Edition-Ellen-Hillegass-Test-Bank-psvxwg.zip
2169,Essentials of Human Diseases and Conditions 7th Edition by Margaret Schell Frazier Test Bank,/uploads/downloads/tb-qpok4w.zip
6240,"Essentials of Maternity, Newborn, and Women’s Health Nursing, 5th Edition by Ricci Test Bank",
1642,Essentials of Oral Histology and Embryology 5th Edition by Daniel J. Chiego Test Bank,/uploads/downloads/tb-qqhnun.zip
1643,Essentials of Psychiatric Mental Health Nursing 3rd Edition Elizabeth Varcarolis Test Bank,/uploads/downloads/tb-qqa0rv.zip
2191,Essentials of Radiographic Physics and Imaging 3rd Edition by James Johnston Test Bank,/uploads/downloads/tb-yzu4rk.zip
1644,Ethical & Legal Issues in Canadian Nursing 4th Edition Margaret Keating Test Bank,/uploads/downloads/Ethical-Legal-Issues-in-Canadian-Nursing-4th-Edition-Margaret-Keatings-4th-tb-6pbxcf.zip
2192,Ethics and Law in Dental Hygiene 3rd Edition Test Bank,/uploads/downloads/Beemsterboer3etb-4f0ebt.zip
6254,FUNDAMENTAL CONCEPTS AND SKILLS FOR NURSING 6TH EDITION BY WILLIAMS. Test Bank,https://drive.google.com/file/d/128Qp1ns0wxBNmDHGIos8rplf3Kj1Z1IP/view?usp=sharing
1217,Family Health Care Nursing Theory Practice And Research 6th Edition Joanna Rowe Kaakinen Test Bank,/uploads/downloads/tb-7lfehp.zip
1243,Family-focused Nursing Care Sharon A. Denham Test Bank,/uploads/downloads/tb-Denham-wjojf6.zip
6246,"Focus on Nursing Pharmacology, 8th Edition by Amy M. Karch Test Bank",
2193,Fordney's Medical Insurance 15th Edition Linda Smith Test Bank,/uploads/downloads/Fordneys-Medical-Insurance-TestBank-indgs0.zip
1674,Fordney’s Medical Insurance and Billing 16th Edition by Linda Smith Test Bank,/uploads/downloads/Fordneys-Medical-Insurance-and-Billing-16th-Edition-by-Linda-Smith-test-bank-i3epr9.zip
972,Forensic Nursing Evidence-based Principles And Practice Rose E. Constantino Test Bank,/uploads/downloads/Test_Bank_Questions-FORENSIC-NURSING-EVIDENCE-BASED-PRINCIPLES-AND-PRACTICE-Rose-E.-Constantino-upzc
6191,"Foundation of Nursing, 9th Edition by Cooper Test Bank",https://drive.google.com/file/d/1mvI9uPQv1t35PAuV5id0RrjNznu61ng5/view?usp=sharing
1244,Foundations In Kinesiology And Biomechanics Vickie Samuels Test Bank,/uploads/downloads/Chap-1-and-2-vpsaon.zip
6292,"Foundations for Population Health in Community/Public Health Nursing, 6th Edition Test Bank",https://drive.google.com/file/d/1eOhwgIRTAk3v5qGQjegfRP4fa82Cbvs6/view?usp=sharing
1675,Foundations of Maternal-Newborn and Women's Health Nursing 8th Edition by Sharon Smith Test Bank,/uploads/downloads/Foundations-of-Maternal-Newborn-and-Womens-Health-Nursing-8th-Edition-by-Sharon-Smith-9cqitl.zip
1676,Foundations of Mental Health Care 7th Edition by Michelle Morrison-Valfre Test Bank,/uploads/downloads/Foundations-of-Mental-Health-Care-7th-Edition-by-Michelle-Morrison-Valfre-Test-Bank-yirfyy.zip
1677,Foundations of Mental Health Care 8th Edition by Michelle Morrison-Valfre Test Bank,/uploads/downloads/tb-y7fhfe.zip
6301,Foundations of Mental Health Care 8th Edition by Morrison-Valfre Test Bank,https://drive.google.com/file/d/1wrL8_ZS7LaKu9hPuefhkyPYGFtypDbxo/view?usp=drive_link
1678,Frommer's Radiology for the Dental Professional 10th Edition by Jeanine Test Bank,/uploads/downloads/Frommers-Radiology-for-the-Dental-Professional-10th-Edition-by-Jeanine-Test-Bank-baflcy.zip
1246,Functional Performance In Older Adults 4th Edition Bette R. Bonder Test Bank,/uploads/downloads/tb-nz9jhq.zip
1245,Fundamentals Of Musculoskeletal Imaging 5th Edition Lynn N. Mckinnis Test Bank,/uploads/downloads/McKinnis5etb-xvu04m.zip
1124,Fundamentals Of Nursing (2 Volume Set) 4th Edition by Judith M. Wilkinson Test Bank,/uploads/downloads/tb-vlklgz.zip
973,Fundamentals Of Nursing (two Volume Set) 3rd Edition Judith M. Wilkinson Test Bank,/uploads/downloads/FUNDAMENTALS-OF-NURSING-TWO-VOLUME-SET-3rd-Edition-Judith-M.-Wilkinson-5rsvzz.zip
1262,Fundamentals Of Nursing Care Concepts Connections & Skills 3rd Edtion Marti Burton Test Bank,/uploads/downloads/tb-pltf8p.zip
1125,Fundamentals Of Nursing Care Concepts Connections & Skills 4th Edition Marti Burton Test Bank,/uploads/downloads/Burton4e-s1lvba.zip
6308,Fundamentals of Nursing 11th edition Potter Test Bank,https://drive.google.com/file/d/1Shvkmzwelr2DmafMwbaDn_vdF9-7Iaoz/view?usp=sharing
1695,Fundamentals of Nursing 2nd Edition Barbara Yoost Test Bank,/uploads/downloads/ParTest-swdiel.zip
6314,Fundamentals of Nursing Active Learning for Collaborative Practice 3rd Edition Yoost Test Bank,https://drive.google.com/file/d/1sLZN_gX0_rB4kXwR4a9yomwgw0XtCIKG/view?usp=sharing
1696,Gaylor The Administrative Dental Assistant 4th Edition Test Bank,/uploads/downloads/Gaylor-The-Administrative-Dental-Assistant-4th-Edition-Test-Bank-forbaf.zip
1263,Genetics And Genomics In Nursing And Health Care 2nd Edition Theresa A. Beery Test Bank,/uploads/downloads/tb-inls3y.zip
1697,Gerontologic Nursing 6th Edition by Sue E. Meiner Test Bank,/uploads/downloads/tb-eugjrl.zip
6324,Gerontological Nursing 10th Edition Eliopoulos Test Bank,https://drive.google.com/file/d/1hnl-7deF6Dz8pRibWI_zOi8gr7AWZuRP/view?usp=drive_link
1698,Goodman and Fuller’s Pathology 5th Editionby Catherine Goodman Test Bank,/uploads/downloads/Goodman5e_TB-h9wfhu.zip
2194,Gordis Epidemiology 6th Edition by David D Celentano Test Bank,/uploads/downloads/Gordis-RTF-nqawpj.zip
1699,Gray Morris Calculate with Confidence First Canadian Edition Test Bank,/uploads/downloads/AK-urirrt.zip
1729,Gray Morris's Calculate with Confidence 2nd Edition Canadian Edition Tania Killian Test Bank,/uploads/downloads/Gray-Morriss-Calculate-with-Confidence-2nd-Edition-Canadian-Edition-Tania-Killian-TB-glarkn.zip
1730,Guyton & Hall Textbook of Medical Physiology 13th Edition by John E. Hall Test Bank,/uploads/downloads/tb-dzq1gi.zip
2214,Guyton & Hall Textbook of Medical Physiology 14th Edition Test Bank,/uploads/downloads/Guyton-14etb-zrcxgb.zip
2215,Hamric & Hanson's Advanced Practice Nursing 7th Edition by Mary Fran Tracy Test Bank,/uploads/downloads/TestBank-emobo2.zip
2217,Health Assessment for Nursing Practice 6th Edition by Susan F. Wilson Test Bank,/uploads/downloads/tb-60xi73.zip
1731,Health Assessment for Nursing Practice 7th Edition by Susan Fickertt Wilson Test Bank,/uploads/downloads/Health-Assessment-for-Nursing-Practice-7th-Edition-by-Susan-Fickertt-Wilson-Test-Bank-bbdcrm.zip
1732,Health Informatics 2nd Edition by Ramona Nelson Test Bank,/uploads/downloads/tb-Health-Informatics-nldcin.zip
1733,Health Insurance Today A Practical Approach 6th Edition Beik Test Bank,/uploads/downloads/Health-Insurance-Today-A-Practical-Approach-6th-Edition-Beik-Test-Bank-sid6hp.zip
2238,Health Promotion Throughout the Life Span 9th Edition by Carole Lium Edelman Test Bank,/uploads/downloads/Health-Promotion-Throughout-the-Life-Span-9th-Edition-by-Carole-Lium-Edelman-Test-Bank-tbbuy0.webp
2216,Health and Health Care Delivery in Canada 3rd Edition by Valerie D. Thompson Test Bank,/uploads/downloads/tb-xrfb5g.zip
1760,Iannucci Dental Radiography 5th Edition Test Bank,/uploads/downloads/Iannucci-Dental-Radiography-5th-Edition-Test-Bank-7j8hmf.zip
1761,Illustrated Anatomy of the Head and Neck 6th Edition by Margaret J. Fehrenbach Test Bank,/uploads/downloads/Fehrenbach6E_TB-wtsc41.zip
1762,Illustrated Dental Embryology Histology and Anatomy 5th Edition Test Bank,/uploads/downloads/tb-ynvcdv.zip
1763,Infection Control and Management of Hazardous Materials for the Dental Team 7th Edition Test Bank,/uploads/downloads/Test-Bank-25zvsf.zip
2239,Interpersonal Relationships Professional Communication Skills for Nurses 8th Edition Test Bank,/uploads/downloads/Arnold8e-povyy5.zip
974,Interpersonal Skills For Healthcare Providers - Instructor Version Cynthia Diefenbeck Test Bank,/uploads/downloads/INTERPERSONAL-SKILLS-FOR-HEALTHCARE-PROVIDERS-INSTRUCTOR-VERSION-Cynthia-Diefenbeck-resources-dp7xes
1786,Introduction to Critical Care Nursing 7th Edition by Mary Lou Sole Test Bank,/uploads/downloads/Introduction-to-Critical-Care-Nursing-7th-Edition-by-Mary-Lou-Sole-Test-Bank-fvfrpv.zip
2240,Introduction to Critical Care Nursing 8th Edition by Mary Lou Sole Test Bank,/uploads/downloads/Sole8e-tb-bi4gau.zip
6209,Introduction to Maternity and Pediatric Nursing 7th edition by Leifer Test Bank,https://drive.google.com/file/d/1dcRaoKWDRXnFM23OTP6fcb_vpoRgdD0b/view?usp=drive_link
6332,Introduction to Maternity and Pediatric Nursing 9th Edition Leifer Test Bank,https://drive.google.com/file/d/15P0ufX2GX9_uESrtUeuI5fvE-wxwPbfa/view?usp=drive_link
990,Journey Across The Life Span 5th Edition Test Bank,/uploads/downloads/Journey-Across-The-Life-Span-5th-Edition-Test-Bank-xttjwe.zip
1283,Journey Across The Life Span Human Development And Health Promotion 6th Edition Elaine U. Polan Test Bank,/uploads/downloads/tb-3k36vx.zip
1284,Journey Across The Life Span Human Development And Health Promotion 7th Edition Test Bank,/uploads/downloads/Journey-Across-the-Life-Span-Human-Development-and-Health-Promotion7th-EditionElaine-U.-Polan-tb-aav
1285,Kielhofner's Research In Occupational Therapy 2nd Edition Test Bank,/uploads/downloads/tb-nz9jhq.zip
1787,Kinn’s The Clinical Medical Assistant 14th Edition by Niedzwiecki Test Bank,/uploads/downloads/Niedzwiecki14e_tb-atzaqt.zip
2281,LPN to RN Transitions 4th Edition by Lora Claywell Test Bank,/uploads/downloads/Claywell4e-tb-9os7jv.zip
1808,LPN to RN Transitions 5th Edition Lora Claywell Test Bank,/uploads/downloads/Claywell5etb-w3okio.zip
2241,Laboratory Animal and Exotic Pet Medicine 3rd Edition by Margi Sirois Test Bank,/uploads/downloads/Test-Bank-rbxz7d.zip
1789,Legal and Ethical Issues for Health Professions 4th Edition Test Bank,/uploads/downloads/Legal-and-Ethical4e-ifyllp.zip
6342,"Lehne’s Pharmacology for Nursing Care, 11th Edition by Jacqueline Rosenjack Burchum Test Bank",https://drive.google.com/file/d/100y7DGLWf13s-qBRLSlr1hDL6hHhC2Qm/view?usp=drive_link
2259,Leifer's Introduction to Maternity & Pediatric Nursing in Canada by Gloria Leifer Test Bank,/uploads/downloads/Leifer-tb1ce-csgsxr.zip
2260,Lewis Medical-Surgical Nursing in Canada 4th Edition Test Bank,/uploads/downloads/Lewis-Medical-Surgical-Nursing-in-Canada-4th-Edition-glw5cn.zip
2261,Lewis's Medical-Surgical Nursing 5th Edition Diane Brown Test Bank,/uploads/downloads/Lewiss-Medical-Surgical-Nursing-5th-Edition-Diane-Brown-Test-Bank-pgwclr.zip
6348,Lewis's Medical-Surgical Nursing: Assessment and Management of Clinical Problems 12th edition by Hagler Test Bank,https://drive.google.com/file/d/1CHyZ1TfZhfbVQh1lK2qZ0z1LnnwWCAt0/view?usp=drive_link
1286,Lifespan Neurorehabilitation by Dennis Fell Test Bank,/uploads/downloads/LIFESP1-7zka9m.zip
1806,Lilley's Pharmacology for Canadian Health Care Practice 4th Edition Kara Sealock Test Bank,/uploads/downloads/Lilleys-Pharmacology-for-Canadian-Health-Care-Practice-4th-Edition-Kara-Sealock-Test-Bank-jtryiw.zip
2262,LoBiondo-Wood Nursing Research in Canada 4th Edition Test Bank,/uploads/downloads/tb-qfx3vt.zip
1807,Local Anesthesia for the Dental Hygienist 3rd Edition Demetra Logothetis Test Bank,/uploads/downloads/Logothetis3e_TB-4wgi9z.zip
2280,Logothetis Local Anesthesia for the Dental Hygienist 2nd Edition Test Bank,/uploads/downloads/TestBank-kvgsxd.zip
1299,Lutz's Nutrition And Diet Therapy 7th Edition Erin E. Mazur Test Bank,/uploads/downloads/Test-Banks-LUTZS-NUTRITION-AND-DIET-THERAPY-7th-Edition-Erin-E.-Mazur-ssvpsr.zip
1300,Making The Transition From Lpn To Rn Rose Kearney Nunnery Test Bank,/uploads/downloads/Test_Bank-MAKING-THE-TRANSITION-FROM-LPN-TO-RN-Rose-Kearney-Nunnery-vxdimx.zip
2282,Mastering Healthcare Terminology 6th Edition by Betsy J. Shiland Test Bank,/uploads/downloads/test-bank-0atocd.zip
6265,Maternal Child Nursing Care 7th Edition by Perry Test Bank,https://drive.google.com/file/d/1dcRaoKWDRXnFM23OTP6fcb_vpoRgdD0b/view?usp=drive_link
1301,Maternal-child Nursing Care 2nd Edition Test Bank,/uploads/downloads/tb-xwvh4e.zip
991,Maternal-newborn Nursing The Critical Components Of Nursing Care 2nd Edition Test Bank,/uploads/downloads/tb-1jrhrf.zip
1302,Maternal-newborn Nursing The Critical Components Of Nursing Care 3rd Edition Test Bank,/uploads/downloads/Durham3etb-m6dkdv.zip
1809,Maternity and Women's Health Care 12th Edition by Deitra Leonard Lowdermilk Test Bank,/uploads/downloads/tbLowdermilk-12e-qrim6y.zip
2283,McCurnin's Clinical Textbook for Veterinary Technicians 9th Edition Test Bank,/uploads/downloads/tb-lwosrj.zip
1810,McDonald and Avery Dentistry for the Child and Adolescent 11th Edition Test Bank,/uploads/downloads/McDonald-and-Avery-TB-1f2aal.zip
1303,Medical Parasitology A Self-instructional Text 7th Edition Ruth Leventhal Test Bank,/uploads/downloads/tb-75clnw.zip
2304,Medical Terminology & Anatomy for Coding 3rd Edition by Betsy J. Shiland Test Bank,/uploads/downloads/tb-cblhvg.zip
2305,Medical Terminology A Short Course 9th Edition by Davi-Ellen Chabner Test Bank,/uploads/downloads/Chabner-ibngln.zip
1325,Medical Terminology In A Flash A Multiple Learning Styles 4th Edition Test Bank,/uploads/downloads/tb-xdq5i4.zip
1326,Medical Terminology Simplified A Programmed Learning Approach 6th Edition Test Bank,/uploads/downloads/Test-Banks-bvok8u.zip
1833,Medical Transcription 7th Editionby Marcy O. Diehl Test Bank,/uploads/downloads/Medical-Transcription-7th-Editionby-Marcy-O.-Diehl-Test-Bank-ew4wv0.zip
2306,Medical-Surgical Nursing 10th Edition by Donna D. Ignatavicius Test Bank,/uploads/downloads/Medical-Surgical-Nursing-10th-Edition-by-Donna-D.-Ignatavicius-Test-Bank-mgisur.zip
1835,Medical-Surgical Nursing 8th Edition by Adrianne Dill Linton Test Bank,/uploads/downloads/Medical-Surgical-Nursing-8th-Editionby-Adrianne-Dill-Linton-Test-Bank-wg4zxs.zip
1834,Medical-Surgical Nursing in Canada 5th Edition by Jane Tyerman Test Bank,/uploads/downloads/Medical-Surgical-Nursing-in-Canada-5th-Edition-by-Jane-Tyerman-Test-Bank-yb9nh1.zip
6365,Medical-Surgical Nursing: Concepts and Practice 5th Edition By Stromberg Test Bank,https://drive.google.com/file/d/1zUrmkuG4xALWrQw3PcDxqCqEvWHSlfNn/view?usp=sharing
6375,Medical-Surgical Nursing: Concepts for Interprofessional Collaborative Care 9th edition by  Donna D. Ignatavicius Test Bank,https://drive.google.com/file/d/1eVjw8zY7Q9ic6i8j-1Y9VgDQkAYOUYPf/view?usp=sharing
1155,Medical-surgical Nursing Making Connections To Practice 2nd Edition Hoffman Test Bank,/uploads/downloads/tb-htnbkv.zip
1327,Mental Health Nursing 6th Edition Linda M. Gorman And Robynn Anwar Test Bank,/uploads/downloads/TB-nfufyx.zip
2307,Merrill's Atlas of Radiographic Positioning and Procedures 14th Edition Test Bank,/uploads/downloads/tb-aeyw3v.zip
2328,Miller Infection Control and Management of Hazardous Materials for the Dental Team 6th Edition Test Bank,/uploads/downloads/Miller-Infection-Control-and-Management-of-Hazardous-Materials-for-the-Dental-Team-6th-Ed-ylgple.zip
1328,Mobility In Context Principles Of Patient Care Skills 2nd Edition Test Bank,/uploads/downloads/MOBILITY-IN-CONTEXT-PRINCIPLES-OF-PATIENT-CARE-SKILLS-2nd-Edition-Charity-Johansson-Test-Bank-vng2n2
993,Modern Blood Banking & Transfusion Practices 6th Edition Test Bank,/uploads/downloads/tb6e-hfihsw.zip
1343,Modern Blood Banking & Transfusion Practices 7th Edition Test Bank,/uploads/downloads/MODERNBLOOD-yjeu1t.zip
2329,Modern Dental Assisting 12th Edition by Doni L. Bird Test Bank,/uploads/downloads/Test-Bank-Modern-Dental-Assisting-12th-Edition-by-Doni-L.-Bird-9tlgpz.zip
